Product_ID,Product_Name,Brand_Name,Claim_Text,Visual_Cues_Score,Hazard_Codes,Eco_Keyword_Count,EPA_Safer_Choice,Target_Label
P715,"Basic Cleaning Systems Basic Cleaning Systems Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Basic,"ECO-FRIENDLY FORMULA: GLASS CLEANER: SUSTAINABLE, ECO-FRIENDLY, BIO-BASED | PLANT-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,None,5,1,Verified
P716,"TurboScrub TurboScrub Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,"ECO-FRIENDLY FORMULA: DISH SOAP: ORGANIC | PLANT-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.0,H319,5,0,Standard
P717,"MaxClean MaxClean Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,"ECO-FRIENDLY FORMULA: GLASS CLEANER: NATURAL | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.3,H319,4,0,Standard
P718,"PowerBlast PowerBlast Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",PowerBlast,"ECO-FRIENDLY FORMULA: DEGREASER: SUSTAINABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,H319,3,0,Standard
P719,"TurboScrub TurboScrub Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH LAUNDRY DETERGENT FOR HEAVY DUTY INDUSTRIAL CLEANING. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,H319,2,0,Standard
P720,"Zep Zep All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Zep,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: PLANT-BASED | BIODEGRADABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,"H314, H290",4,1,Standard
P721,"NatureWorks NatureWorks Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",NatureWorks,"ECO-FRIENDLY FORMULA: DEGREASER: NATURAL, PLANT-BASED, SUSTAINABLE | ORGANIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,H319,6,0,Greenwashed
P722,"BioShield BioShield Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",BioShield,"ECO-FRIENDLY FORMULA: DISH SOAP: EARTH-FRIENDLY, NATURAL, GREEN, SUSTAINABLE, ORGANIC | PLANT-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,H319,8,0,Greenwashed
P723,"Atco International Inc. Atco International Inc. Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",Atco,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: ORGANIC, PLANT-BASED | NON-TOXIC | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,None,4,1,Verified
P724,"AquaPure AquaPure Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: ORGANIC, NON-TOXIC, NATURAL, ECO-FRIENDLY | BIODEGRADABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,6,0,Greenwashed
P725,"EcoPure EcoPure Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",EcoPure,"ECO-FRIENDLY FORMULA: DEGREASER: NATURAL, NON-TOXIC, BIODEGRADABLE, ORGANIC, EARTH-FRIENDLY, ECO-FRIENDLY | GREEN | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,H319,8,0,Greenwashed
P726,"BioShield BioShield Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",BioShield,"ECO-FRIENDLY FORMULA: DEGREASER: ORGANIC, EARTH-FRIENDLY, SUSTAINABLE, PLANT-BASED | NON-TOXIC | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,H319,6,0,Greenwashed
P727,"IndustrialPro IndustrialPro Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",IndustrialPro,ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: PLANT-BASED | ECO-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.,0.0,H319,4,0,Standard
P728,"Atco International Inc. Atco International Inc. Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",Atco,"ECO-FRIENDLY FORMULA: DEGREASER: BIODEGRADABLE, ORGANIC, EARTH-FRIENDLY, NON-TOXIC, ECO-FRIENDLY | PLANT-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,None,7,1,Verified
P729,"MaxClean MaxClean Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: ORGANIC | SUSTAINABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,4,0,Standard
P730,"MaxClean MaxClean Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH GLASS CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.,0.3,H319,3,0,Standard
P731,"Zep Zep Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",Zep,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DISINFECTANT SPRAY FOR HEAVY DUTY INDUSTRIAL CLEANING. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,"H314, H290",2,1,Standard
P732,"Advanced Chemical Solutions Advanced Chemical Solutions Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Advanced,"ECO-FRIENDLY FORMULA: GLASS CLEANER: PLANT-BASED, BIODEGRADABLE | BIO-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,None,5,1,Verified
P733,"EcoLogic EcoLogic Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",EcoLogic,"ECO-FRIENDLY FORMULA: GLASS CLEANER: SUSTAINABLE, ORGANIC, NATURAL | PLANT-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,None,6,1,Greenwashed
P734,"TurboScrub TurboScrub Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,"ECO-FRIENDLY FORMULA: GLASS CLEANER: NON-TOXIC | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.0,H319,4,0,Standard
P735,"CleanCo CleanCo Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: GLASS CLEANER: BIO-BASED, ECO-FRIENDLY, SUSTAINABLE, EARTH-FRIENDLY | GREEN | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,H319,6,0,Greenwashed
P736,"Zep Zep Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",Zep,"ECO-FRIENDLY FORMULA: DISH SOAP: GREEN | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,"H314, H290",3,1,Standard
P737,"PowerBlast PowerBlast Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",PowerBlast,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH DISINFECTANT SPRAY FOR HEAVY DUTY INDUSTRIAL CLEANING. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.3,H319,2,0,Standard
P738,"GreenLeaf GreenLeaf Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",GreenLeaf,"ECO-FRIENDLY FORMULA: GLASS CLEANER: GREEN, BIO-BASED, EARTH-FRIENDLY | BIODEGRADABLE | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.7,H319,6,0,Greenwashed
P739,"BioShield BioShield Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",BioShield,"ECO-FRIENDLY FORMULA: GLASS CLEANER: BIO-BASED, NON-TOXIC, EARTH-FRIENDLY, ECO-FRIENDLY, ORGANIC | PLANT-BASED | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,H319,7,0,Greenwashed
P740,"20/20 Chemical Company 20/20 Chemical Company Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",20/20,"ECO-FRIENDLY FORMULA: DISH SOAP: EARTH-FRIENDLY, NON-TOXIC, BIO-BASED, NATURAL, BIODEGRADABLE | ECO-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",1.0,None,7,1,Verified
P741,"IndustrialPro IndustrialPro Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",IndustrialPro,"ECO-FRIENDLY FORMULA: GLASS CLEANER: GREEN | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.3,H319,3,0,Standard
P742,"CleanCo CleanCo All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",CleanCo,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: BIO-BASED, BIODEGRADABLE, ORGANIC, GREEN, NATURAL, SUSTAINABLE | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,H319,8,0,Greenwashed
P743,"NatureWorks NatureWorks Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",NatureWorks,"ECO-FRIENDLY FORMULA: DEGREASER: BIODEGRADABLE, SUSTAINABLE, ECO-FRIENDLY, ORGANIC | NATURAL | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.4,H319,6,0,Greenwashed
P744,"Barentz North America LLC Barentz North America LLC Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",Barentz,"ECO-FRIENDLY FORMULA: DEGREASER: PLANT-BASED, SUSTAINABLE | EARTH-FRIENDLY | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",1.0,None,5,1,Verified
P745,"Birsch Industries, Inc. Birsch Industries, Inc. Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",Birsch,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: NON-TOXIC, PLANT-BASED | BIO-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,None,4,1,Verified
P746,"MaxClean MaxClean Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH GLASS CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.,0.0,H319,3,0,Standard
P747,"Amerisan, LLC Amerisan, LLC Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution","Amerisan,","ECO-FRIENDLY FORMULA: DISH SOAP: EARTH-FRIENDLY, PLANT-BASED | GREEN | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",1.0,None,5,1,Verified
P748,"Bright Solutions Bright Solutions Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",Bright,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: PLANT-BASED, BIO-BASED, ORGANIC, EARTH-FRIENDLY, GREEN | BIODEGRADABLE | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,None,8,1,Verified
P749,"PureLeaf PureLeaf All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",PureLeaf,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NATURAL, PLANT-BASED, ECO-FRIENDLY, SUSTAINABLE, ORGANIC, EARTH-FRIENDLY | BIODEGRADABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,7,0,Greenwashed
P750,"Formula 409 Formula 409 Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Formula,"ECO-FRIENDLY FORMULA: GLASS CLEANER: BIODEGRADABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,4,0,Standard
P751,"AquaPure AquaPure Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: DISH SOAP: NATURAL, GREEN, BIO-BASED, EARTH-FRIENDLY, PLANT-BASED, SUSTAINABLE | BIODEGRADABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,9,0,Greenwashed
P752,"AquaPure AquaPure All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",AquaPure,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: ORGANIC, ECO-FRIENDLY, EARTH-FRIENDLY, NATURAL | BIODEGRADABLE | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,H319,6,0,Greenwashed
P753,"TurboScrub TurboScrub Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: EARTH-FRIENDLY | HIGHLY EFFECTIVE. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,4,0,Standard
P754,"Zep Zep All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Zep,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: ECO-FRIENDLY | BIO-BASED | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,"H314, H290",3,1,Standard
P755,"GreenLeaf GreenLeaf Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",GreenLeaf,"ECO-FRIENDLY FORMULA: GLASS CLEANER: BIO-BASED, NATURAL, ECO-FRIENDLY, GREEN | SUSTAINABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",1.0,H319,6,0,Greenwashed
P756,"PureLeaf PureLeaf Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",PureLeaf,"ECO-FRIENDLY FORMULA: DEGREASER: SUSTAINABLE, BIO-BASED, ORGANIC | ECO-FRIENDLY | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.7,H319,5,0,Greenwashed
P757,"TurboScrub TurboScrub Glass Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,ECO-FRIENDLY FORMULA: GLASS CLEANER: ECO-FRIENDLY | NON-TOXIC | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.,0.3,H319,3,0,Standard
P758,"Biosolutions, LLC Biosolutions, LLC All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution","Biosolutions,","ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: BIO-BASED, BIODEGRADABLE, ECO-FRIENDLY | GREEN | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.7,None,5,1,Verified
P759,"MaxClean MaxClean All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",MaxClean,"ECO-FRIENDLY FORMULA: PROFESSIONAL STRENGTH ALL-PURPOSE CLEANER FOR HEAVY DUTY INDUSTRIAL CLEANING. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces.",0.3,H319,2,0,Standard
P760,"BiRite Foodservice Distributions BiRite Foodservice Distributions Degreaser - 32oz Spray Bottle, Powerful Cleaning Solution",BiRite,"ECO-FRIENDLY FORMULA: DEGREASER: GREEN, BIODEGRADABLE, ORGANIC | SUSTAINABLE | HIGHLY EFFECTIVE. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.4,None,6,1,Verified
P761,"NatureWorks NatureWorks Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",NatureWorks,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: NON-TOXIC, ECO-FRIENDLY, GREEN | ORGANIC | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes.",0.0,H319,5,0,Greenwashed
P762,"TurboScrub TurboScrub Dish Soap - 32oz Spray Bottle, Powerful Cleaning Solution",TurboScrub,"ECO-FRIENDLY FORMULA: DISH SOAP: ECO-FRIENDLY | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.0,H319,2,0,Standard
P763,"ARAMSCO ARAMSCO Disinfectant Spray - 32oz Spray Bottle, Powerful Cleaning Solution",ARAMSCO,"ECO-FRIENDLY FORMULA: DISINFECTANT SPRAY: SUSTAINABLE, ECO-FRIENDLY, BIO-BASED | ORGANIC | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.4,None,5,1,Verified
P764,"ACCO Brands Corporation ACCO Brands Corporation All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",ACCO,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: NATURAL, EARTH-FRIENDLY | PLANT-BASED | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets.",0.7,None,5,1,Verified
P765,"ACS Industries, Inc. ACS Industries, Inc. Laundry Detergent - 32oz Spray Bottle, Powerful Cleaning Solution",ACS,"ECO-FRIENDLY FORMULA: LAUNDRY DETERGENT: ORGANIC, ECO-FRIENDLY | NATURAL | HIGHLY EFFECTIVE. | MULTI-SURFACE USE: Perfect for kitchens, bathrooms, and all hard surfaces. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.4,None,4,1,Verified
P766,"Bona US Bona US All-Purpose Cleaner - 32oz Spray Bottle, Powerful Cleaning Solution",Bona,"ECO-FRIENDLY FORMULA: ALL-PURPOSE CLEANER: GREEN, SUSTAINABLE | BIODEGRADABLE | HIGHLY EFFECTIVE. | POWERFUL CLEANING: Tackles tough grease and grime without harsh chemical fumes. | SAFE FOR THE WHOLE FAMILY: Non-toxic and safe for use around children and pets. | SUSTAINABLE PACKAGING: 100% recyclable bottle made from ocean-bound plastic.",0.4,None,5,1,Verified
